family,method,seed,E_cost,E_fuel,E_emission,E_recourse,CVaR_cost,P_trigger,E_returns,E_return_km,P_late,E_late_min,P_defer,n_veh,secs
solomon_c101,SAA,12,406.97479,386.74544,912.71924,20.22935,476.48379,0.215,0.28,17.32932,1.0,128.08693,0.0,21.0,20.0
solomon_c101,SAA,13,421.42846,391.73311,924.49015,29.69535,511.79948,0.345,0.49,30.41233,1.0,303.50696,0.0,20.0,20.0
solomon_c101,SAA,14,407.4114,379.39679,895.37643,28.0146,470.54117,0.195,0.23,16.3202,1.0,293.19206,0.0,21.0,20.0
solomon_c101,SAA,15,393.25134,359.79218,849.10954,33.45916,469.78751,0.29,0.4,24.24909,1.0,398.13322,0.0,18.0,20.0
solomon_c101,SAA,16,422.86929,394.60237,931.2616,28.26692,512.63127,0.285,0.42,27.85977,1.0,280.08838,0.0,21.0,20.0
solomon_c101,SAA,17,424.41917,398.84115,941.26511,25.57802,495.82401,0.24,0.315,21.17595,1.0,218.51049,0.0,19.0,20.0
solomon_c101,SAA,18,434.42004,417.95451,986.37264,16.46553,490.27127,0.13,0.15,10.48395,1.0,84.11058,0.0,21.0,20.0
solomon_c101,SAA,19,387.71398,361.38551,852.8698,26.32848,475.46612,0.265,0.365,25.05627,1.0,263.1195,0.0,19.0,20.0
solomon_c101,SAA,20,421.88673,382.88221,903.60202,39.00451,525.02061,0.365,0.575,38.16802,1.0,474.29027,0.0,19.0,20.0
solomon_c101,SAA,21,396.13781,378.55211,893.38298,17.5857,460.1689,0.245,0.305,18.51055,1.0,70.11394,0.0,22.0,20.0
solomon_c101,SAA,22,456.53911,389.16206,918.42246,67.37705,556.73077,0.555,0.91,47.01529,1.0,1050.5411,0.0,16.0,20.0
solomon_c101,SAA,23,405.33089,379.23948,895.00518,26.0914,486.65843,0.435,0.625,33.15533,1.0,206.02801,0.0,19.0,20.0
solomon_c101,SAA,24,430.4272,408.91448,965.03817,21.51272,499.43513,0.245,0.325,21.13027,1.0,146.05445,0.0,21.0,20.0
solomon_c101,SAA,25,427.71946,385.33146,909.38225,42.388,514.03531,0.24,0.33,19.2933,1.0,527.90996,0.02,20.0,20.0
solomon_c101,SAA,26,477.40961,424.58802,1002.02773,52.82159,562.09683,0.215,0.3,19.59753,1.0,791.43176,0.0,18.0,20.0
solomon_c101,SAA,27,416.59612,383.86472,905.92075,32.73139,497.94665,0.25,0.33,21.38001,1.0,387.12784,0.0,18.0,20.0
solomon_c101,SAA,28,513.27194,410.57497,968.95694,102.69697,606.55212,0.305,0.44,23.31881,1.0,1770.43937,0.0,18.0,20.0
solomon_c101,SAA,29,403.83289,363.09014,856.89274,40.74275,493.49433,0.385,0.545,30.11248,1.0,539.7049,0.0,18.0,20.0
solomon_c101,Q90C,0,496.11206,384.823,908.18228,111.28906,545.2042,0.06,0.07,2.77848,1.0,1990.98123,0.0,17.0,30.0
solomon_c101,Q90C,1,482.77874,382.42031,902.51194,100.35843,533.106,0.06,0.065,2.71941,1.0,1764.86859,0.0,17.0,30.0
solomon_c101,Q90C,2,419.13902,394.42201,930.83594,24.71701,465.14524,0.04,0.04,2.32976,1.0,240.4902,0.0,23.0,30.0
solomon_c101,Q90C,3,443.31559,400.34935,944.82448,42.96624,491.68632,0.045,0.05,2.48403,1.0,611.37481,0.0,18.0,30.0
solomon_c101,Q90C,4,437.1593,413.88449,976.7674,23.27481,488.04274,0.035,0.035,1.79937,1.0,198.84616,0.0,22.0,30.0
solomon_c101,Q90C,5,435.54998,406.88266,960.24307,28.66733,479.30465,0.055,0.055,3.13594,1.0,317.39657,0.0,23.0,30.0
solomon_c101,Q90C,6,484.72585,376.46694,888.46197,108.25892,545.78505,0.065,0.07,3.86098,1.0,1926.82834,0.0,18.0,30.0
solomon_c101,Q90C,7,538.16579,417.3215,984.87874,120.84429,594.9795,0.07,0.08,4.52285,1.0,2168.43582,0.0,17.0,30.0
solomon_c101,Q90C,8,471.92522,401.42394,947.36049,70.50128,512.71165,0.02,0.02,1.24567,1.0,1147.8757,0.0,21.0,30.0
solomon_c101,Q90C,9,393.27907,369.80107,872.73052,23.478,439.0688,0.055,0.06,3.46178,1.0,206.06005,0.0,21.0,30.0
solomon_c101,Q90C,10,482.38465,355.36676,838.66556,127.01789,541.54362,0.08,0.095,4.87118,1.0,2309.40773,0.0,16.0,30.0
solomon_c101,Q90C,11,444.30502,378.47344,893.19733,65.83158,495.25861,0.045,0.045,2.24706,1.0,1066.63157,0.0,18.0,30.0
solomon_c101,Q90C,12,419.83534,397.17488,937.33271,22.66047,459.66725,0.03,0.03,1.61786,1.0,196.30932,0.0,21.0,30.0
solomon_c101,Q90C,13,395.15422,373.91735,882.44495,21.23687,439.48931,0.04,0.04,2.94788,1.0,177.13731,0.0,19.0,30.0
solomon_c101,Q90C,14,478.88688,425.51462,1004.2145,53.37226,528.34773,0.05,0.05,2.27083,1.0,817.89519,0.0,19.0,30.0
solomon_c101,Q90C,15,399.65943,347.22074,819.44094,52.43869,452.82598,0.08,0.085,5.13621,1.0,814.67389,0.0,16.0,30.0
solomon_c101,Q90C,16,460.21227,399.114,941.90905,61.09826,509.77472,0.035,0.035,2.03645,1.0,971.4153,0.0,19.0,30.0
solomon_c101,Q90C,17,421.27926,401.33314,947.14621,19.94612,465.68939,0.025,0.025,1.97286,1.0,144.77245,0.0,20.0,30.0
solomon_c101,Q90C,18,485.09423,449.26954,1060.27611,35.82469,532.45497,0.02,0.02,1.61772,1.0,441.74372,0.0,23.0,30.0
solomon_c101,Q90C,19,520.25616,373.05877,880.41869,147.19739,588.88592,0.075,0.075,4.64726,1.0,2701.59786,0.0,16.0,30.0
solomon_c101,Q90C,20,507.57227,427.48589,1008.86671,80.08637,557.15155,0.055,0.06,3.26545,1.0,1363.77743,0.0,18.0,30.0
solomon_c101,Q90C,21,443.18722,404.14273,953.77685,39.04449,492.10784,0.035,0.035,2.01946,1.0,506.48987,0.0,20.0,30.0
solomon_c101,Q90C,22,374.97201,355.83919,839.78049,19.13282,418.31251,0.035,0.035,2.60412,1.0,139.40633,0.0,19.0,30.0
solomon_c101,Q90C,23,463.1365,426.34746,1006.18,36.78905,505.78012,0.02,0.02,1.2659,1.0,448.73091,0.0,20.0,30.0
solomon_c101,Q90C,24,417.0007,401.41351,947.33587,15.5872,458.16461,0.05,0.05,2.66219,1.0,63.29392,0.0,22.0,30.0
solomon_c101,Q90C,25,455.75232,399.71878,943.33633,56.03353,514.53996,0.08,0.09,4.41836,1.0,871.52068,0.0,18.0,30.0
solomon_c101,Q90C,26,555.22248,335.14516,790.94258,220.07731,607.68639,0.07,0.07,3.47014,1.0,4171.2463,0.0,16.0,30.0
solomon_c101,Q90C,27,449.53432,349.76353,825.44193,99.77079,511.8723,0.09,0.1,5.91558,1.0,1751.26581,0.0,16.0,30.0
solomon_c101,Q90C,28,463.03872,369.58839,872.2286,93.45033,517.07261,0.06,0.065,3.65636,1.0,1605.95662,0.0,18.0,30.0
solomon_c101,Q90C,29,510.12071,347.67798,820.52002,162.44273,569.20305,0.05,0.06,3.28855,1.0,3018.65467,0.0,16.0,30.0
solomon_c101,DFR,0,402.22705,385.51002,909.80364,16.71703,462.3774,0.245,0.315,18.05499,1.0,58.04059,0.0,19.0,50.0
solomon_c101,DFR,1,452.39735,410.92416,969.78103,41.47318,503.0528,0.085,0.09,4.6754,1.0,569.26362,0.0,20.0,50.0
solomon_c101,DFR,2,406.28635,376.84695,889.3588,29.4394,483.56841,0.21,0.285,18.62243,1.0,322.43804,0.0,18.0,50.0
solomon_c101,DFR,3,415.56749,390.49899,921.57761,25.06851,486.40721,0.235,0.305,18.36475,1.0,212.12012,0.0,20.0,50.0
solomon_c101,DFR,4,381.64161,355.59676,839.20835,26.04485,448.65156,0.25,0.355,19.92825,1.0,243.74702,0.0,20.0,50.0
solomon_c101,DFR,5,413.54029,374.31147,883.37506,39.22882,493.5529,0.28,0.365,24.54608,1.0,502.02643,0.0,20.0,50.0
solomon_c101,DFR,6,424.17618,384.21141,906.73894,39.96477,514.85064,0.3,0.435,27.83462,1.0,498.74539,0.0,18.0,50.1
solomon_c101,DFR,7,405.07486,382.63732,903.02408,22.43753,469.1821,0.185,0.225,13.58761,1.0,185.25069,0.0,19.0,50.0
solomon_c101,DFR,8,440.96458,410.37413,968.48294,30.59045,525.91684,0.28,0.345,26.31809,1.0,323.20905,0.0,20.0,50.0
solomon_c101,DFR,9,401.40023,364.88221,861.12202,36.51802,488.59575,0.285,0.43,27.51312,1.0,443.86043,0.0,18.0,50.0
solomon_c101,DFR,10,378.4539,353.01081,833.10552,25.44308,460.88797,0.24,0.33,23.31605,1.0,251.56169,0.0,18.0,50.0
solomon_c101,DFR,11,421.23292,379.89231,896.54584,41.34062,500.95607,0.22,0.28,19.03207,1.0,543.96236,0.0,18.0,50.0
solomon_c101,DFR,12,443.07125,392.71647,926.81087,50.35478,520.22637,0.52,0.755,44.24802,1.0,709.34564,0.0,19.0,50.0
solomon_c101,DFR,13,429.6725,387.90044,915.44505,41.77206,521.15377,0.345,0.48,30.05606,1.0,555.99115,0.0,19.0,50.0
solomon_c101,DFR,14,425.38797,398.68154,940.88843,26.70643,491.06347,0.215,0.28,18.49326,1.0,256.22855,0.0,21.0,50.0
solomon_c101,DFR,15,393.25134,359.79218,849.10954,33.45916,469.78751,0.29,0.4,24.24909,1.0,398.13322,0.0,18.0,50.0
solomon_c101,DFR,16,425.78905,397.63223,938.41206,28.15682,515.32791,0.285,0.42,27.85977,1.0,280.13642,0.0,22.0,50.0
solomon_c101,DFR,17,424.41917,398.84115,941.26511,25.57802,495.82401,0.24,0.315,21.17595,1.0,218.51049,0.0,19.0,50.0
solomon_c101,DFR,18,424.43257,371.00536,875.57266,53.42721,480.07632,0.15,0.175,9.00204,1.0,809.04419,0.0,19.0,50.0
solomon_c101,DFR,19,387.71398,361.38551,852.8698,26.32848,475.46612,0.265,0.365,25.05627,1.0,263.1195,0.0,19.0,50.0
solomon_c101,DFR,20,421.88673,382.88221,903.60202,39.00451,525.02061,0.365,0.575,38.16802,1.0,474.29027,0.0,19.0,50.0
solomon_c101,DFR,21,396.13781,378.55211,893.38298,17.5857,460.1689,0.245,0.305,18.51055,1.0,70.11394,0.0,22.0,50.0
solomon_c101,DFR,22,441.4692,412.33936,973.12089,29.12984,490.67296,0.075,0.075,4.72364,1.0,314.14684,0.0,22.0,50.0
solomon_c101,DFR,23,405.33089,379.23948,895.00518,26.0914,486.65843,0.435,0.625,33.15533,1.0,206.02801,0.0,19.0,50.0
solomon_c101,DFR,24,430.4272,408.91448,965.03817,21.51272,499.43513,0.245,0.325,21.13027,1.0,146.05445,0.0,21.0,50.0
solomon_c101,DFR,25,418.0934,390.67214,921.98625,27.42126,471.35077,0.235,0.275,14.4932,1.0,289.52523,0.0,19.0,50.0
solomon_c101,DFR,26,477.40961,424.58802,1002.02773,52.82159,562.09683,0.215,0.3,19.59753,1.0,791.43176,0.0,18.0,50.0
solomon_c101,DFR,27,416.59612,383.86472,905.92075,32.73139,497.94665,0.25,0.33,21.38001,1.0,387.12784,0.0,18.0,50.0
solomon_c101,DFR,28,479.41438,335.62114,792.06589,143.79324,541.8238,0.155,0.18,7.55456,1.0,2636.36477,0.0,15.0,50.0
solomon_c101,DFR,29,403.83289,363.09014,856.89274,40.74275,493.49433,0.385,0.545,30.11248,1.0,539.7049,0.0,18.0,50.0
